name,age,zip
Uplinger,33,71330
Brewer,53,62140
Williams,55,09460
Davino,31,88630
Downer,32,22140
Spence,55,02880
Cane,44,77650
Jones,47,76890
Colanero,47,64300
Carrier,54,02240
Maxham,34,82150
Herrmann,54,38190
Santos,42,69480
Gwinn,45,08130
Steffee,53,33140
Cisneros,72,79100
Gonzalez,47,11510
Barbre,53,78580
Wolfe,44,63620
Smith,55,56190
Johnson,52,48300
Flores,31,41100
Mcallister,38,40180
Ostler,52,33610
Banter,50,52150
Corn,58,23220
Franklin,45,18100
Turner,36,50190
Cyr,61,13121
Maloch,48,29180
Taylor,20,08290
Hurley,57,79190
Brown,44,30760
Steib,53,98720
Dirden,43,02110
Briney,43,77690
Starr,51,86470
Serrano,43,39570
Davis,56,28120
Seward,61,75003
Wright,55,12310
Tart,47,51300
Fisher,30,57640
Panora,55,55230
Clay,40,61310
Kupper,46,05600
Soto,42,67530
Tait,42,59143
Reese,65,90120
Babb,47,89140
Varner,42,49310
Roop,61,62118
Hale,37,57730
Cabrera,49,16120
Reagan,37,65230
Bennett,54,83136
Ingerson,52,65230
Gaddie,42,69008
Morgan,68,41600
Oconner,64,50310
Schull,38,79700
Nunez,46,72200
Jones,51,63660
Poormon,44,10150
Colon,57,86250
Ahrens,50,36120
Cooke,29,24230
Deane,44,76430
Delnero,41,32170
Davis,58,60240
Benson,52,68126
Powers,45,04200
Uresti,40,63530
Todd,46,24300
Stowers,45,22290
Stephens,42,83120
Serrano,48,88500
Streb,45,20137
Gardner,51,14690
Frazier,48,58700
Rhodes,62,65670
Dotson,31,28140
Jones,56,10440
Freel,56,57920
Hamel,40,03140
Merchant,66,71270
Hansen,54,68140
Wiand,49,87130
Leonard,50,64570
Bukovsky,37,89420
Simmions,30,97240
Shaffer,58,62490
Crim,33,76720
Stephens,45,22610
Guardado,49,80370
Alcala,24,02360
Brown,29,98732
Williams,55,51530
Morris,57,24410
Johnson,58,46700
Bright,54,07150
Andrews,43,57220
Saxman,38,08380
Farmer,44,20240
Davis,41,23200
Saavedra,45,57320
Wilson,54,43320
Smith,48,76440
Levy,51,55190
Huck,56,14210
Foust,38,50670
Hammond,30,86170
Barta,60,14140
Molter,42,39500
Fuller,42,39700
Pengelly,46,01420
Leopold,63,32300
Wright,54,16560
Bose,55,80560
Atkinson,40,71740
Frutchey,36,37150
Illuzzi,46,80890
Eubanks,66,01200
Dixon,46,23300
Seiver,41,21310
Culpepper,53,71260
Steed,44,51110
Magana,48,15220
Edwards,25,76430
Mathers,48,25440
Deaton,32,67220
Sullivan,34,05190
Dixon,42,64390
Feenstra,64,49130
Santos,41,77122
Vail,54,02420
Alexander,38,80260
Davis,52,73390
Simon,60,59000
Dickerson,51,61110
Johnson,46,41320
Pierre,52,22170
Hartman,21,60290
Spellman,34,19120
Johnson,41,56310
Toyoshima,53,02800
Browne,39,32450
Greenstein,55,33430
Stepnoski,45,55130
Magnuson,45,49380
Ouye,57,64190
Franco,40,45390
Krajcer,34,59154
Lee,35,13670
Thompson,44,65400
Armstrong,39,30240
Shapiro,37,26110
Jones,45,17460
Chesson,41,58420
Selman,36,78770
Hall,62,48140
Gantt,39,31460
Wiegand,34,08450
Church,46,08250
Roberts,42,89450
Sorbello,67,50270
Barry,50,20236
Rufener,48,76520
Hill,47,84330
Nyberg,46,49730
Jost,51,76640
Cooper,41,79200
Jones,56,29450
Terrell,45,25470
Armstrong,48,52160
Corbin,27,29150
Jones,44,47110
Cade,37,22110
Flynn,54,70000
Mcdowell,43,62127
Thorsen,35,57160
Robles,53,16290
Matthews,25,51460
Macleod,54,67170
Cowart,42,69440
Kemerer,24,10290
Wesley,49,61380
Johnson,50,21120
Mccary,55,11240
Buckhannon,40,73100
Marshall,48,32300
Adams,40,85140
Rock,60,13129
Decker,55,43300
Mccalla,59,80140
Ellis,70,36160
Robinson,38,54800
Roll,42,14400
Evans,43,41500
Jorge,40,06410
Liles,49,59570
Austin,46,21430
Sandberg,44,53300
Vanausdal,57,23360
Dobey,28,71190
Shelnutt,45,14130
Hopkins,35,54260
Roberson,42,62127
Price,61,44850
Hower,48,12220
Chisler,47,82190
Huffman,54,98811
Moody,44,60120
Schulte,59,54710
Detweiler,32,02240
Hart,41,60210
Tidmore,52,20226
Jones,60,16230
Hale,48,17290
Whidden,26,89420
Boedeker,59,11400
Mcgee,49,54450
Jones,39,62770
Demars,55,37150
Suter,38,38490
Davis,48,16140
Scanlon,43,50410
Carroll,61,39190
Quinney,52,68230
Shelton,54,42140
Trumbo,52,06710
Pickett,58,62310
Daniels,37,01430
Dillon,39,60480
Pearce,42,65300
Lopez,51,19160
Deegan,53,11230
Murphy,48,02200
Brumit,56,70310
Garza,40,80340
Collins,64,62810
Lucas,37,03250
Mcmahon,40,64350
Ortiz,51,38390
Cowan,53,16330
Henderson,51,29290
Alpers,46,02860
Quick,40,95670
Grant,38,65240
Ruse,48,16460
Wilson,52,30210
Ryan,46,58310
Holt,47,60300
Devalk,40,80360
Merchant,39,43260
Virkler,42,62149
Weinbauer,55,25330
Bouffard,48,87300
Zahn,43,23430
Dixon,47,64160
Kher,42,63260
Ellis,27,71430
Fomby,62,77120
Wolfgram,61,40320
Williams,66,32330
Harris,53,57170
Evans,55,81260
Depalma,45,59380
Krueger,44,17137
Miller,53,25440
Miller,57,14930
Austin,51,40270
Watson,44,45270
Kocon,39,22100
Sipe,56,77130
Diego,51,32150
Gustafson,32,41320
Schoepp,39,52270
Douglass,39,21500
Bellamy,46,46500
Tuttle,50,88520
Abbott,39,72600
Jensen,36,72400
Whitney,40,03420
Sprenger,39,14450
Wright,42,77130
Langston,49,57260
Ungaro,30,72600
Palmer,67,60113
Studivant,47,19200
Ackley,34,79300
Clark,37,19800
Rivera,48,62810
Winstead,35,21000
Wolf,43,32300
Hart,60,14130
Clapper,55,30290
Gonzalez,50,08430
Hudec,59,46330
Lott,42,41500
Williams,37,54110
Luna,45,24340
Gibler,51,68250
Jaskolski,45,36270
Amato,38,03150
Rader,36,54385
Grant,41,14620
Zamora,20,26350
Taylor,56,25410
Espinoza,37,57480
Probst,40,58800
Luckman,54,17170
Newton,56,48110
Mcgregor,36,64460
Deininger,40,01110
Hughes,51,61430
Moreno,48,38280
Pitts,50,01130
Phillips,41,32550
Willis,57,64160
Williams,36,97423
Green,53,71420
Wilmoth,60,03200
Lobb,57,55270
Sharpe,54,02260
Taylor,41,28200
Jennings,44,24310
Nghiem,57,43260
Rayford,40,60120
Hernandez,47,07200
Aguilera,24,19700
Benscoter,53,79220
Salinas,56,60240
Phillips,57,60130
Horne,31,81540
Maldonado,48,01150
Gerken,43,69140
Williams,45,28210
Vert,22,67160
Allums,53,23700
Meath,29,38160
Barkley,53,21540
King,42,86390
Heck,39,07200
Janssen,62,14480
Duponte,33,10200
Cowen,63,38350
Wolf,61,05000
Vereen,63,88550
Pray,56,42260
Tiedeman,43,64130
Carswell,40,38114
Krause,35,24360
Ireland,42,46330
Turner,52,21520
Vilkama,49,14490
Harding,44,39570
Massey,50,14400
Marquess,34,36500
Arias,34,69690
Halman,29,28360
Barkdoll,59,02240
Murray,69,77144
Namdar,48,04270
Walls,55,76570
Lerner,29,43100
Caras,54,29800
Kresge,57,02220
Andrews,29,87500
Felton,52,73590
Maddox,47,91800
Goodwin,36,25470
Robinette,51,19210
Wargo,44,47290
Cortez,38,09500
Cano,39,83136
Joyce,39,08250
Lucius,51,45390
Guerrero,42,86340
Cleveland,28,02160
Hunter,37,65350
Bates,67,38138
Whitty,51,76100
Roberson,32,86170
Williams,44,31110
Conklin,34,34190
Wilson,37,74300
Brown,39,54470
Eller,32,80430
Dunn,27,49110
Williams,56,48340
Miller,59,98746
Biggs,55,95810
Doucette,32,14310
Antrikin,49,27310
Flores,43,56880
Laforce,54,21500
Neault,52,31290
Newman,44,50870
Haag,63,55600
Brown,37,40400
Swift,52,09230
Gelabert,47,06710
Serrano,58,62118
Oconnell,57,97429
Koehn,61,80250
Sanchez,52,98832
Rogers,46,42820
Chamberlain,65,55600
Ivancic,32,08240
Judd,49,52110
Dotson,25,06260
Barrett,32,31370
Kuntz,38,73240
Collins,45,17510
Hagerman,57,24120
Kuebler,39,64460
Jackson,37,57590
Ager,40,73410
Quarles,57,14740
Howton,46,32320
Center,47,88330
Everts,24,72130
Privateer,34,31350
York,58,18130
Weaver,51,22210
Flores,43,39800
Degraffenreid,59,95640
Burgess,33,92500
Gamble,34,77370
Mata,36,57930
Ellison,38,63200
Moore,47,80320
Heninger,43,74350
Vix,42,25720
Stokes,36,80430
Cruz,46,09400
Hernandez,52,86120
Reynolds,33,85600
Markes,49,95800
White,48,64230
Cureton,49,38350
Ortiz,56,45100
Jones,66,32260
Wright,60,46130
Ware,60,60640
Kinsey,39,73310
Litchford,43,69690
Metcalf,42,56230
Mazzone,47,25470
Blair,31,72270
Kibby,47,28160
Laskowski,51,72400
Langford,50,43100
Bain,46,03140
Villalpando,32,93430
Myatt,50,58420
Valdivia,21,59127
Ganley,54,71400
Reynolds,37,78980
Flynn,45,43300
Hsiao,59,13105
Skidmore,52,56300
Jones,41,01110
Carter,53,80140
Green,62,02490
Hambrick,38,77570
Musigdilok,47,08370
Woolery,56,22400
Osburn,46,69610
Shaffer,43,28300
Jones,50,39230
Crislip,39,54890
Moss,55,40160
Preston,47,12320
Haddad,41,56480
Baca,60,84740
Shumate,52,45480
Franklin,38,77250
Weibel,58,71220
Keane,33,40630
Dean,46,30580
Reinke,63,80160
Wyatt,58,77120
Whitman,44,13180
Crye,36,77118
Yanez,59,16190
Gillenwaters,49,37380
Kline,47,43800
Porter,51,64130
Boothe,45,14220
Robertson,43,60890
Watson,62,07100
Reaid,51,80290
Flicker,42,72650
White,44,74150
Mccoy,43,34800
Mcguire,38,52800
White,48,63460
Rudnicki,50,35220
Evans,32,76280
Lombardi,41,24250
Barker,55,35270
Jeannotte,49,02580
Garcia,37,52200
Blanding,45,85370
Summers,43,26750
Smith,27,27510
Bateman,39,13220
Young,29,62860
Washington,43,50680
Thomas,45,54450
Zerger,41,25160
Benson,44,25680
Austin,46,22270
Albert,51,16260
Coy,47,32190
Stanley,35,43600
Graber,34,46170
Nelson,17,54180
Phillips,52,86370
Wiggins,34,45310
Eugene,53,57580
Lindsay,43,87190
Stewart,40,44350
Sandoval,45,35330
Chavez,48,21000
Monjaras,28,25640
Hughes,44,58800
Farlow,57,18260
Bower,61,51150
Richards,55,04530
Morgan,47,77260
Arceneaux,42,24340
Mitchell,46,26220
Winski,40,25360
Calderon,58,18130
Stern,28,79600
Neubauer,42,12440
Folk,36,45420
Baiz,43,09110
Parham,58,55800
Foster,41,64300
Monroe,41,09310
Mills,43,88390
Viner,39,74210
Patel,45,49330
Osborne,46,27120
Cuppernell,48,22540
Weida,51,71390
Free,44,46330
Stegall,64,20290
Cooper,53,29400
Chilcutt,48,25870
Lewis,55,50170
Deppe,38,31160
Kittel,47,77148
Monroe,43,36180
Leone,50,02320
Roderiquez,33,62760
Diamantopoulo,48,49310
Wilson,34,68116
Underhill,50,80640
Wallace,32,18200
Cortez,38,23250
Mendoza,51,50670
Riggins,51,22150
Jones,50,27220
Keesee,46,04270
Wertz,39,49400
Almanzar,35,61340
Osgood,40,07220
Castano,56,31310
Cooksley,37,04330
Guess,49,76540
Kraft,37,52360
Chavarria,45,27600
Beebe,41,60190
Parker,42,64320
Cook,49,29550
Parker,44,09240
Kilgore,50,95190
White,43,27240
Kennedy,44,38110
Lopez,51,09800
Bressette,68,55150
Kepner,40,31190
Jimenez,46,33190
Conley,54,80370
Mccage,45,31290
Butterworth,43,30320
Hurst,47,62550
Gorman,58,61290
Thornton,42,47360
Breden,33,33230
Sadat,51,35132
Lawson,53,01140
Wong,62,21420
Stevenson,46,53700
Dearborn,38,81440
Webster,60,65700
Reed,41,59570
Roebuck,60,64120
Achee,70,95380
Geidl,32,51240
Price,52,14400
Patton,18,37150
Geathers,46,59159
Marquez,47,38550
Carlson,46,22200
Burt,47,76640
Rodriguez,41,04400
Galindo,42,25270
Trejo,27,72290
Davis,32,65350
Pineau,48,16130
Julien,45,31420
Rivera,37,49400
Lyons,39,38510
Witcher,64,20110
Smalls,51,89160
Lirette,42,21330
Campbell,28,34370
Benevides,43,80160
Coulson,28,28700
Peterson,53,41800
Toland,46,53600
Zak,38,69620
Hodson,45,27300
Martinez,52,46100
Shea,58,15190
Talkington,46,63260
Harris,45,52400
Golliday,49,61130
Shelly,65,89120
Pham,44,71320
Merritt,47,65130
Nino,61,11230
Perez,52,77390
Burns,39,50620
Johnson,50,70100
Torrey,59,14220
Mosley,51,57560
Shryock,62,59233
Murat,42,89470
Vasquez,32,88490
Williams,34,25420
Showers,44,52100
Davis,29,57480
Mason,31,31110
Platter,60,22450
Petit,44,42660
Goforth,56,40530
Hoskins,31,54300
Gracey,40,64160
Billings,51,26340
Powers,40,24560
Russell,62,80670
Lamborn,46,54150
Hetz,53,33250
Park,35,21820
Ewing,49,05000
Wofford,50,57230
Cooper,38,90160
Garrett,47,60620
Weems,28,44690
Lynch,51,54370
Williams,35,49220
Brady,44,59730
Barbosa,39,08390
Elzey,60,28220
Bozarth,41,62124
Prioletti,54,45310
Bonelli,51,84830
White,55,22610
Torno,39,06460
Dolfi,46,16120
Shannon,38,55160
Stanley,54,36310
Gilliam,39,48130
Araki,46,23800
Swensen,51,89340
Carter,46,14430
Peck,55,68610
Commodore,55,80800
Prior,34,06540
Seng,42,51300
Pigue,44,14340
Simpson,45,76190
Ruggiero,47,79420
Darden,35,43150
Williams,53,70310
Hartung,7,85470
Mccarroll,29,76440
Madho,39,04190
James,70,11320
Carlson,59,50420
Tietjen,69,02220
Burdine,48,37220
Brown,44,52160
Williams,32,85640
Savage,41,38800
Layne,13,18260
Schmatz,46,37230
Holman,47,26270
Weiner,32,10360
Estrada,47,51800
Cho,35,03290
Weber,36,14113
Amos,34,30330
Rains,48,30200
Deloach,58,45200
Sears,38,80370
Harmon,60,42120
Bourland,48,11220
Bennett,47,59178
Stokley,46,74380
Rader,59,58500
Brown,51,08270
Stanford,59,16100
Vessar,30,39250
Acker,48,84110
Hicks,32,01600
White,38,70300
Ortega,45,24190
Rosario,62,13290
Plunkett,57,03110
Candelaria,58,64560
Moore,55,40160
Cole,44,27430
Sweet,43,03120
Fitts,35,39210
Cortez,40,39800
Hale,58,98790
Tharp,56,18340
Johnson,49,40270
Mangan,39,17230
Babb,45,51800
Erkkila,44,01460
Welch,47,43430
Luna,38,73520
Whitton,52,37370
Hawkins,45,68480
Carter,49,54800
Morin,51,63260
Helton,60,51300
Quinn,42,87260
Harju,39,08090
Bronstein,52,77310
Arnold,45,78470
Banks,43,19450
Hill,55,33350
Foley,40,61320
Bennett,42,28210
Brown,44,25640
Watson,33,62250
Hernandez,38,23170
Baker,52,85500
Lopez,55,23240
Dooley,40,09800
Bastarache,41,74130
Rogers,42,77760
Turner,48,39570
Quinones,47,26220
Couch,42,24540
Hoeck,49,12350
Coles,50,46100
Chaffins,47,69210
Crabtree,33,01510
Booth,29,05110
Combs,50,07340
Gifford,44,45270
Tran,48,64240
Peak,50,60940
Loffler,43,80190
Mccormack,23,58140
Sandigo,35,92380
Hains,53,24190
Parnell,70,20270
Peterson,35,62690
Doucette,55,01460
Peyton,60,70150
Young,43,72120
Mancha,21,43380
Todd,41,79410
Bush,40,54580
Madrid,45,24140
Carter,54,25360
Brown,43,43130
Briggs,37,65400
Orr,25,18350
Hetzel,29,22340
Hargis,51,89210
Rigsby,48,76220
Lang,66,39700
Stevenson,41,33490
Hollins,41,98764
Riveroll,40,08400
Thomsen,56,67160
Tuller,48,34150
Mccrea,23,61130
Fowler,52,38680
Banks,46,02140
Worrell,38,14350
Keel,54,03800
Walzier,56,64490
Wilson,48,33390
Welch,67,69360
Janick,42,30630
Lopinto,20,37240
Fane,37,73260
Weaver,48,05260
Mitchell,39,68580
Williams,62,59430
Lucas,37,51370
Brown,60,79200
Puryear,62,71340
Oakley,44,60210
Anderson,39,60440
Burch,64,31230
Myers,50,01340
Hartsell,58,91720
Block,49,88700
Johnson,49,46330
Bierman,51,88300
Easley,44,73360
Valsin,37,31620
Bambacigno,46,25330
Hutchison,57,71460
Kephart,48,86320
Bejarano,49,59251
Lynch,47,72540
Morgan,37,48190
Chang,51,20240
Gatson,34,20121
Garner,29,16150
Hall,44,73350
Stewart,42,81340
Nelson,47,11240
Delaurentis,21,34260
Rosenbeck,47,65390
Franklin,43,78955
Benford,58,55300
Fred,29,64160
Cunningham,47,05200
Turner,39,79140
Castro,39,49150
Miles,66,80270
Wrobel,33,88260
Blackmon,63,64120
Roemmich,54,42800
Micheau,27,42170
Colunga,50,06450
Cooper,41,18390
Lawrence,54,21150
Phillips,58,80620
Ochoa,43,21360
Roberts,36,70190
Ivy,42,17430
Lopez,36,08430
Bohland,52,58250
Yu,46,42460
Campuzano,43,02120
Dehn,48,21130
Carter,36,80140
Bouie,33,47130
Dunn,52,73210
Hansen,30,40310
Baker,37,02480
Nanney,48,02400
Casteel,17,39120
Abbott,53,82120
Smith,61,88230
Cahal,60,14480
Abplanalp,29,48250
Clower,50,80210
Hartzler,36,24250
Kilgore,44,30160
Torres,55,62190
Kohen,44,83190
Brooks,40,52190
Laubach,60,62390
Leist,79,42600
Pectol,43,31160
Vinson,56,29790
Baumann,47,33730
Morris,53,22340
Fridley,34,23600
Chisley,55,71270
Hafferkamp,48,27240
Cooper,48,66300
Calvert,39,98750
Vargas,41,13430
Hayes,46,63700
Mitzel,39,67310
Wheeler,48,39800
Nelson,38,21500
Sproull,34,14220
Shorter,48,14700
Peters,46,51120
Thompson,42,33270
Brannon,50,62310
Sullivan,53,70310
Covert,32,47260
Williams,59,43170
Gowan,21,39130
Holmes,37,35530
Slaton,36,62118
Hargrave,48,23700
Johnson,41,68760
Forsmark,38,31800
Goering,45,58110
Francis,39,39200
Jaramillo,35,50700
Post,45,32490
Stecker,47,61120
Brown,47,16100
Palmer,41,70000
Reilly,60,76320
Seiberling,44,64270
Hancock,51,77220
Villarreal,58,01110
Baggett,48,59126
Briggs,52,17610
Adams,42,27530
Conley,50,71390
Deloach,47,26110
Bough,43,07340
Swanson,45,64530
Mahler,30,38520
Tressler,61,58500
Williams,50,79160
Bonawitz,41,70190
Johnstonbaugh,61,64410
Bell,47,09240
Hughes,48,14690
Parker,55,78930
Rauch,47,50370
Machado,53,55320
Holder,41,63320
Relyea,51,14360
Adams,38,64460
Reece,53,27110
Gosser,58,22170
Koh,60,74350
Ratcliffe,39,06260
Hodge,36,80310
Birch,42,24360
Graddy,45,50190
Mcpherson,37,69700
Jordan,47,27700
Rodriquez,38,27190
Deckard,54,06230
Capps,48,31160
Nelson,33,45450
Zamora,36,57800
Hunsinger,27,34560
Arredondo,55,57810
Delosantos,20,80650
Day,28,76740
Mccaskin,40,61190
Blews,31,08430
Umanzor,74,49440
Goodman,39,08230
Bautista,49,27730
Shoultz,53,54290
Whited,44,14210
Seppala,54,33210
Auerswald,40,26460
Johnson,36,31430
Wren,53,11410
Northcutt,50,62170
Valenzuela,34,53340
Tracy,42,86100
Crowder,31,42560
Tucker,43,67290
Vetrano,41,08800
Purifoy,50,70210
Downing,36,76340
Cooper,45,08370
Henderson,53,32700
Biffle,20,68250
Leduc,30,89144
Gibbs,71,25250
Samson,35,84820
Habib,42,52500
Savage,32,01500
Brady,50,30500
Grady,43,57530
Knapp,45,32160
Hooper,69,61100
Campbell,47,03120
Johnson,48,07250
Williams,48,80250
Sommers,36,91410
Derryberry,43,66700
Cortes,33,26190
King,44,38490
Martin,51,04240
Fowler,21,63420
Fisher,40,62870
Musumeci,35,54540
Lugo,68,07310
Correra,55,29720
Gonzales,46,34240
Little,52,34290
Gay,60,76540
Quinn,42,48400
Harmon,55,19410
Gaccione,64,83570
Forbes,44,02000
Barber,49,38110
Lennon,36,64510
Torgerson,46,83270
Meads,34,64330
Kelly,25,22410
Grondin,55,34320
Anderson,38,78630
Blackstock,37,14140
Wood,63,12540
Williams,32,59169
Schaeffer,49,36130
Macklin,54,80400
Harris,51,56310
Morris,45,81500
Syring,40,48700
Perez,52,11400
Masciantonio,25,59940
Davidson,35,05700
Duckett,50,54190
Huston,50,65200
Hogan,53,83700
Bell,37,32300
Penrod,48,17230
Rodriguez,30,08150
Guzman,49,97430
Helquist,44,02370
Enck,42,39330
Thompson,56,31110
Berry,40,89460
Pearson,59,33590
Nelson,44,97630
Oneill,30,33840
Pulver,34,20133
Jones,29,59234
Deharo,39,01630
Mchale,59,50210
Holland,44,31220
Ricketts,26,52800
Anderson,58,74200
Huntley,33,47200
Allen,39,59283
Carter,40,64220
Duchene,48,44610
Collins,66,62410
Tully,45,88200
Kelly,44,09240
Mckay,47,03220
Calaf,53,27700
Cowden,49,03270
Loyd,26,57400
Lane,47,77650
Bratton,59,51500
Marlowe,34,78870
Calicott,36,79130
Martines,43,70000
Joseph,51,68580
Barrera,44,55400
Felton,53,65350
Bailey,52,73800
Keith,45,70200
Dehaven,50,52230
Ross,44,57650
Jones,33,27780
Hess,42,45170
Clark,40,36800
Anderson,56,01140
Hewins,26,37240
Pfundt,44,33240
Lanzi,50,60120
Dixon,52,41150
Sanborn,42,62880
Johnson,45,20168
Lewis,60,20213
Addams,37,63560
Lynn,43,67130
Wentz,38,38380
Moore,41,55220
Gustafson,41,02600
Foster,50,52190
Whitely,50,68290
Wright,52,11540
Sistrunk,36,18570
Guedjian,54,62116
Aliaga,35,57350
Roeder,56,02880
Anello,54,62128
Ellison,52,81110
Patino,54,70440
Rittenhouse,41,61250
Munoz,59,16450
Carleton,59,27370
Wall,38,55320
Mcginity,25,37320
Slagle,34,57510
Frith,34,40630
Burgess,70,59830
Pimental,48,52310
Ortiz,50,66320
Hays,44,32320
Priebe,52,16140
Rodriquez,40,25720
Bass,44,86600
Keith,55,41250
Carter,35,59570
Orton,47,52190
Robbins,46,26150
Edelstein,48,25520
Timm,39,16250
Spagnuolo,45,40465
Jensen,39,02240
Roccio,49,94510
Benedetti,47,16230
Edwards,43,21700
Jones,35,32480
Holloway,44,02140
Paulson,44,19330
Rivett,37,59551
Downs,48,88270
Russell,34,25360
Martin,43,06450
Stickfort,53,64450
Escamilla,38,62190
Forester,37,78440
Cornelia,49,60840
Coulombe,37,76800
Hicks,57,54540
Braam,48,08310
Eaton,49,10110
Smith,44,57320
White,35,20212
Mcomber,59,78955
Friedman,50,54420
Holbert,46,49140
Spivey,47,31550
Mccubbin,31,65230
Vance,39,08000
Cox,41,12160
Chambers,63,48200
Saunders,50,73100
Seng,44,58500
Snyder,39,76530
Crum,36,43360
Jacobson,30,50330
Mckinney,41,19150
Zolezzi,28,34090
Miller,42,25210
Krause,48,61160
Jackson,53,80170
Walter,45,69170
Geyer,44,54210
Jones,35,61320
Lesperance,47,21510
Knickerbocker,58,29830
Nevels,38,71520
Heavrin,58,18300
Thomas,62,17240
Mcarthur,53,39220
Smith,58,06540
Allen,43,65230
Thomas,58,32480
Cummings,60,61170
Galvez,58,14380
Moneyhun,49,69670
Nall,43,28700
Thackaberry,55,57790
Verhaag,36,97427
Holland,38,58250
Santos,56,13960
Padilla,51,87500
Polk,38,44130
Taylor,43,34650
Blanton,35,76220
Campbell,50,30560
Pino,52,08200
Mais,64,62390
Middleton,24,54300
Jackson,40,44370
Maung,42,21560
Horrocks,33,60000
Salas,51,70600
Sweeney,48,27480
Smith,67,63260
Samaniego,59,26260
Crowder,45,80370
Edwards,63,59156
Kinney,45,54980
White,49,85200
Norman,70,41000
Waltz,59,16270
Mathis,32,10330
Shiffer,47,76430
Peters,50,53950
Dineen,42,67480
Bon,46,45310
Demaio,27,28270
Ellis,39,32160
Pinto,29,81990
Sterry,42,59134
Berry,50,63470
Byers,48,31870
Leonard,46,12390
Stevens,67,28120
Lewis,52,54620
Ballard,47,23270
Hanson,41,39570
Ratcliffe,53,56660
Rodriguez,50,09200
Pullen,39,23800
Wilson,37,61410
Slaughter,27,84290
Miller,39,38470
Chinn,41,31160
Garoutte,44,72140
Mccarter,43,33890
Phelps,53,97129
Shoup,60,67230
Fisher,51,81190
Brooks,43,77990
Tappen,50,55300
Kallam,47,27800
Dube,47,38200
Jackson,44,53150
Johnson,47,67930
Bracey,53,55300
Walkup,35,63200
Henry,59,61380
Winter,53,59500
Byington,26,38440
Newland,48,57580
Robinson,57,18240
Green,29,38190
Ellis,57,50300
Atwood,49,41150
Brumer,67,58110
Strapp,41,61230
Novakovich,69,15500
Lilley,43,64230
Bushman,49,60730
Grady,51,50190
Glass,50,56430
Verrett,47,91690
Spencer,40,07300
Black,59,07270
Baxter,71,33350
Wood,46,70230
Alba,37,63390
Darby,55,67630
Dix,53,43230
Bobo,45,95000
Burns,55,25640
Barrett,50,73540
Brinson,50,10700
Jones,37,14340
Goodman,71,24320
Torres,51,66210
Butler,57,26560
Aldridge,48,59310
Graeser,34,69440
Schrecengost,30,89400
Sanders,52,31460
Jackson,38,55140
Precythe,57,66740
Phillips,38,25190
Kluesner,68,25530
Mcdonald,55,14700
Payne,63,14170
Weaver,69,36800
Marsh,45,74230
Anderson,35,22130
Miller,42,38780
Cordell,56,40210
Cox,63,06390
Liles,39,37150
Armstrong,50,80200
Crout,40,88130
Kinsman,56,79190
Luoma,35,52330
Smith,29,40320
Ramirez,48,02130
Simmons,43,54150
Twogood,36,11700
Toland,53,67700
Cortez,33,85490
Mcknight,48,27260
Potter,21,57350
Hausler,62,77165
Allen,31,71170
Huston,43,56110
Lynch,22,38440
Badillo,39,44590
Clawson,58,54470
Black,47,80170
Criddle,59,55110
Dodson,45,58290
Sandy,39,38190
Lang,38,65690
Guajardo,45,79330
Lopez,31,47350
Romero,45,54280
Bolton,44,01160
Byers,32,32720
Estrada,43,31420
Thiessen,33,87260
Stergios,54,69640
Lininger,63,67480
Kelley,49,39320
Williams,29,43750
Kelly,55,28630
Franz,42,01580
Seveney,47,14710
Chavez,53,57540
Hope,55,95000
Updike,34,63122
Stiles,40,89740
Jeffery,48,63880
Wells,35,27670
Sullivan,51,47120
Bogdan,45,73540
Estrada,30,39160
Gentry,47,56310
Kaywood,56,83630
Hall,18,36150
Wilson,42,01480
Mitchell,45,82330
Powers,48,03330
Salvas,49,17520
Miller,38,69280
Mazza,46,59220
Owens,46,44130
Thibodeau,44,73700
Hagen,36,43300
Nash,35,53640
Torres,63,38630
Gorham,30,62870
Stange,62,13111
Longshore,58,42260
Burtt,48,62310
Cates,45,50460
Wahl,45,20229
Britton,67,45300
Malone,55,62121
Fugate,46,29640
Haggerty,31,24570
Holt,40,54700
Sampson,29,08350
Willis,37,03410
Wager,53,75005
Thorn,54,85150
Browning,52,57220
Ciccone,49,41100
Salter,38,51500
Ball,43,79110
Flowers,20,50340
Bourgeois,53,70120
Stover,40,19220
Deubner,20,09120
Matthai,51,76400
Buettner,36,71160
Chaves,33,48220
Parris,44,05190
Frazier,39,20167
Evans,45,32600
Nathan,52,09160
Mcdonnell,47,54620
Toro,48,16210
White,43,54180
Raposa,43,40300
Mark,57,62145
Holland,56,67230
Canclini,39,29510
Bowen,35,57535
Falgout,39,63140
Watts,40,06510
Healy,33,77710
Huertas,52,27180
Didonato,57,28150
Snow,40,16220
Lammers,54,19510
Wilson,52,57230
Vandeusen,35,54560
Kreiman,69,69620
Simpson,50,74200
Jacques,46,39200
Landaker,15,59670
Johnson,56,48140
Hall,57,61400
Cecilio,39,55210
Tamborlane,43,41190
Efird,44,39240
Kridel,53,98773
Bergman,36,29770
Minder,25,27230
Young,44,30730
Brown,45,14500
Anaya,38,21430
Seiber,60,10300
Adams,38,37800
Tillman,32,87290
Dwyer,44,82220
Leif,34,83250
Myrick,37,31230
Harnish,35,03420
Mortenson,55,43390
Parker,62,67117
Coble,45,51210
Mcluen,51,62140
